# mmdd,TotalPositive,Active,Discharged,Deceased
# numbers taken are from the last report of the day
0,0,0,0,0,2020,03,24
0,0,0,0,0,2020,03,25
0,0,0,0,0,2020,03,26
0,0,0,0,0,2020,03,27
1,1,1,0,0,2020,03,28
0,1,1,0,0,2020,03,29
0,1,1,0,0,2020,03,30
0,1,1,0,0,2020,03,31
0,1,1,0,0,2020,04,01
0,1,1,0,0,2020,04,02
0,1,1,0,0,2020,04,03
3,4,4,0,0,2020,04,04
23,27,27,0,0,2020,04,05
47,74,74,0,0,2020,04,06
0,74,74,0,0,2020,04,07
1,75,75,0,0,2020,04,08
0,75,75,0,0,2020,04,09
2,77,77,0,0,2020,04,10
5,82,82,0,0,2020,04,11
2,84,84,0,0,2020,04,12
0,84,84,0,0,2020,04,13
7,91,90,0,1,2020,04,14
19,110,108,0,2,2020,04,15
3,113,111,0,2,2020,04,16
13,126,124,0,2,2020,04,17
6,132,128,1,3,2020,04,18
26,158,153,1,4,2020,04,19
16,174,168,1,5,2020,04,20
10,184,175,4,5,2020,04,21
19,203,194,4,5,2020,04,22
31,234,223,4,7,2020,04,23
27,261,249,4,8,2020,04,24
14,275,259,7,9,2020,04,25
4,279,239,31,9,2020,04,26
13,292,252,31,9,2020,04,27
40,332,280,43,9,2020,04,28
11,343,291,43,9,2020,04,29
43,386,334,43,9,2020,04,30
25,411,335,66,10,2020,05,01
25,436,360,66,10,2020,05,02
30,466,379,77,10,2020,05,03
25,491,395,86,10,2020,05,04
25,516,392,114,10,2020,05,05
17,533,369,153,11,2020,05,06
7,540,360,168,12,2020,05,07
7,547,342,191,14,2020,05,08
6,553,320,218,15,2020,05,09
13,566,311,239,16,2020,05,10
9,575,292,267,16,2020,05,11
9,584,284,284,16,2020,05,12
7,591,277,297,17,2020,05,13
0,591,257,316,18,2020,05,14
8,599,238,343,18,2020,05,15
9,608,199,390,19,2020,05,16
3,611,187,405,19,2020,05,17
4,615,163,433,19,2020,05,18
15,1247,485,729,33,2020,06,20
47,1294,528,732,34,2020,06,21
60,1354,557,762,35,2020,06,22
53,1407,592,777,38,2020,06,23
76,1483,634,807,42,2020,06,24
72,1555,684,827,44,2020,06,25
60,1615,694,873,48,2020,06,26
69,1684,701,931,52,2020,06,27
103,1787,770,959,58,2020,06,28
86,1873,845,965,63,2020,06,29
82,1955,912,978,65,2020,06,30
90,2045,922,1055,68,2020,07,01
75,2120,993,1058,69,2020,07,02
116,2236,1074,1089,73,2020,07,03
118,2354,1131,1147,76,2020,07,04
97,2451,1153,1217,81,2020,07,05
136,2587,1239,1267,81,2020,07,06
84,2671,1268,1318,85,2020,07,07
51,2722,1061,1573,88,2020,07,08
73,2795,1087,1617,91,2020,07,09
144,2939,1103,1743,93,2020,07,10
229,3168,1258,1813,97,2020,07,11
237,3405,1420,1884,101,2020,07,12
249,3654,1567,1982,105,2020,07,13
169,3823,1610,2105,108,2020,07,14
403,4226,1880,2233,113,2020,07,15
590,4816,2417,2285,114,2020,07,16
315,5131,2691,2324,116,2020,07,17
550,5681,3138,2427,116,2020,07,18
364,6045,3319,2603,123,2020,07,19
559,6604,3724,2754,126,2020,07,20
515,7119,3970,3019,130,2020,07,21
678,7797,3030,4632,135,2020,07,22
904,8701,3480,5079,142,2020,07,23
914,9615,4134,5331,150,2020,07,24
742,10357,4527,5674,156,2020,07,25
1213,11570,5373,6035,162,2020,07,26
664,12234,5645,6425,164,2020,07,27
